Name,Chinese,Pinyin,English,
4001,习以为常,xí yǐ wéi cháng,second nature,
4002,无所事事,wú suǒ shì shì,nothing to do,
4003,不着边际,bù zháo biān jì,all over the place,
4004,危言耸听,wēi yán sǒng tīng,alarmist,
4005,湖畔,hú pàn,lakeside,
4006,谷仓,gǔ cāng,barn,
4007,润滑,rùn huá,lubricate,
4008,啃书,kěn shū,hit the books,
4009,沐浴用品,mù yù yòng pǐn,bath products,
4010,衷心,zhōng xīn,heartfelt,
4011,喧闹,xuān nào,noisy,
4012,彻夜,chè yè,all night,
4013,狂欢,kuáng huān,revelry,
4014,漆黑,qī hēi,pitch black,
4015,聚集态,jù jí tài,aggregated state,
4016,跪毯,guì tǎn,prayer rug,
4017,跌倒,diē dǎo,fall down,
4018,腔调,qiāng diào,accent,
4019,粉末,fěn mò,powder,
4020,旷课,kuàng kè,cut class,
4021,碳足迹,tàn zú jì,carbon footprint,
4022,二氧化碳,èr yǎng huà tàn,carbon dioxide,
4023,超脱,chāo tuō,detached,
4024,固氮,gù dàn,nitrogen fixation,
4025,氮气,dàn qì,nitrogen gas,
4026,氮肥,dàn féi,nitrogen fertilizer,
4027,大气层,dà qì céng,atmosphere,
4028,埋葬,mái zàng,bury (the dead),
4029,火焰,huǒ yàn,flame,
4030,烟火,yān huǒ,fireworks,
4031,比拟,bǐ nǐ,compare,
4032,缕解,lǚ jiě,analyze,
4033,缰绳,jiāng shéng,reins,
4034,剥削,bō xuē,exploitation,
4035,简介,jiǎn jiè,introduction,
4036,残留,cán liú,residue,
4037,窘境,jiǒng jìng,plight,
4038,露珠,lù zhū,dewdrop,
4039,晶莹,jīng yíng,sparkling,
4040,凳子,dèng zi,stool,
4041,树桩,shù zhuāng,stump,
4042,镶嵌,xiāng qiàn,inlay,
4043,镜框,jìng kuàng,picture frame,
4044,网格,wǎng gé,grid,
4045,推想,tuī xiǎng,speculate,
4046,天线,tiān xiàn,antenna,
4047,支撑,zhī chēng,support,
4048,缘故,yuán gù,reason,
4049,惶恐,huáng kǒng,apprehensive,
4050,封面,fēng miàn,cover,
4051,稚拙,zhì zhuó,immature,
4052,伸手,shēn shǒu,reach out,
4053,延伸,yán shēn,extend,
4054,分明,fēn míng,clearly,
4055,恼怒,nǎo nù,angry,
4056,勤奋,qín fèn,diligent,
4057,执著,zhí zhuó,persistent,
4058,守恒,shǒu héng,conservation (law of),
4059,推测,tuī cè,speculate,
4060,巧妙,qiǎo miào,clever,
4061,反驳,fǎn bó,refute,
4062,感慨,gǎn kǎi,sigh with emotion,
4063,崩溃,bēng kuì,break down,
4064,流淌,liú tǎng,flow,
4065,基地,jī dì,base,
4066,印象态,yìn xiàng tài,impression state,
4067,黑咕隆咚,hēi gu lōng dōng,pitch-dark,
4068,花谢了,huā xiè le,the flowers have wilted,
4069,卫星,wèi xīng,satellite,
4070,关切,guān qiè,concern,
4071,含糊,hán hú,vague,
4072,湿润,shī rùn,moist,
4073,绷紧,běng jǐn,tighten,
4074,水潭,shuǐ tán,pond,
4075,暮色,mù sè,twilight,
4076,望远镜,wàng yuǎn jìng,telescope,
4077,矗立,chù lì,stand tall,
4078,淘汰,táo tài,eliminate,
4079,淘宝,táo bǎo,TaoBao,
4080,劣汰,liè tài,survival of the unfit,
4081,探测,tàn cè,detect,
4082,发射,fā shè,launch,
4083,频谱,pín pǔ,spectrum,
4084,乐谱,yuè pǔ,sheet music,
4085,光谱,guāng pǔ,spectrum,
4086,图谱,tú pǔ,chart,
4087,家谱,jiā pǔ,family tree,
4088,涨落,zhǎng luò,fluctuation,
4089,幅度,fú dù,amplitude,
4090,终端,zhōng duān,terminal,
4091,振幅,zhèn fú,amplitude,
4092,骇人,hài rén,terrifying,
4093,科盲,kē máng,science illiterate,
4094,余烬,yú jìn,embers,
4095,琉璃,liú lí,glass  ,
4096,釉子,yòu zi,glaze  ,
4097,曲线,qǔ xiàn,curve  ,
4098,效应,xiào yìng,effect  ,
4099,多普勒,duō pǔ lè,Doppler  ,
4100,边角料,biān jiǎo liào,scrap  ,
4101,存盘,cún pán,save (a file)  ,
4102,漫步,màn bù,stroll  ,
4103,阵列,zhèn liè,array  ,
4104,壮观,zhuàng guān,spectacular  ,
4105,寻呼,xún hū,paging  ,
4106,射电,shè diàn,radio  ,
4107,超新星,chāo xīn xīng,supernova  ,
4108,遗迹,yí jì,remnant  ,
4109,委员,wěi yuán,committee member  ,
4110,无线,wú xiàn,wireless  ,
4111,奥秘,ào mì,mystery  ,
4112,造诣,zào yì,accomplishment  ,
4113,通宵,tōng xiāo,all night  ,
4114,总部,zǒng bù,headquarters  ,
4115,旗帜,qí zhì,flag  ,
4116,急躁,jí zào,impetuous  ,
4117,检阅,jiǎn yuè,review  ,
4118,稚嫩,zhì nèn,immature  ,
4119,焚化,fén huà,incinerate  ,
4120,造反,zào fǎn,rebel  ,
4121,梭镖,suō biāo,dart  ,
4122,喇叭筒,lǎ bā tǒng,megaphone  ,
4123,传单,chuán dān,flyer  ,
4124,崇高,chóng gāo,lofty  ,
4125,荣誉,róng yù,honor  ,
4126,沸腾,fèi téng,boil  ,
4127,灰烬,huī jìn,ashes  ,
4128,陶醉,táo zuì,intoxicated  ,
4129,胸膛,xiōng táng,chest  ,
4130,啾唧,jiū jī,chirping  ,
4131,轻盈,qīng yíng,lithe  ,
4132,眷恋,juàn liàn,attachment  ,
4133,献身,xiàn shēn,dedicate oneself  ,
4134,壮丽,zhuàng lì,magnificent  ,
4135,洪水,hóng shuǐ,flood  ,
4136,渗透,shèn tòu,permeate  ,
4137,批斗,pī dòu,criticize  ,
4138,派别,pài bié,faction  ,
4139,格斗,gé dòu,fight  ,
4140,尖锐,jiān ruì,sharp  ,
4141,纲领,gāng lǐng,platform  ,
4142,残酷,cán kù,cruel  ,
4143,顽固,wán gù,stubborn  ,
4144,麻木,má mù,numb  ,
4145,注入,zhù rù,inject  ,
4146,摧毁,cuī huǐ,destroy  ,
4147,损害,sǔn hài,damage  ,
4148,忏悔,chàn huǐ,repent  ,
4149,钢筋,gāng jīn,rebar  ,
4150,焊接,hàn jiē,weld  ,
4151,押送,yā sòng,escort  ,
4152,步伐,bù fá,pace  ,
4153,挟带,xié dài,carry  ,
4154,乏力,fá lì,weak  ,
4155,平息,píng xī,quell  ,
4156,精通,jīng tōng,master  ,
4157,议程,yì chéng,agenda  ,
4158,老实,lǎo shí,honest  ,
4159,擅自,shàn zì,without permission  ,
4160,相对论,xiāng duì lùn,theory of relativity  ,
4161,厉声,lì shēng,sharply  ,
4162,资产阶级,zī chǎn jiē jí,bourgeoisie  ,
4163,聪颖,cōng yǐng,intelligent  ,
4164,别扭,biè niǔ,awkward  ,
4165,精致,jīng zhì,delicate  ,
4166,喝道,hè dào,shout  ,
4167,拔高嗓门,bá gāo sǎng mén,raise one's voice  ,
4168,揭发,jiē fā,expose  ,
4169,蒙蔽,méng bì,deceive  ,
4170,醒悟,xǐng wù,realize  ,
4171,静态,jìng tài,static  ,
4172,否定,fǒu dìng,deny  ,
4173,谜语,mí yǔ,riddle  ,
4174,过人,guò rén,exceeding  ,
4175,超前,chāo qián,ahead  ,
4176,参数,cān shù,parameter  ,
4177,方程,fāng chéng,equation  ,
4178,电磁,diàn cí,electromagnetic  ,
4179,常数,cháng shù,mathematical constant  ,
4180,窃取,qiè qǔ,steal  ,
4181,结晶,jié jīng,crystallize  ,
4182,领袖,lǐng xiù,leader  ,
4183,挽袖,wǎn xiù,roll up sleeves,
4184,黏液,nián yè,mucus  ,
4185,手镯,shǒu zhuó,bracelet  ,
4186,杏仁,xìng rén,almond  ,
4187,生锈,shēng xiù,rust  ,
4188,不锈钢,bù xiù gāng,stainless steel  ,
4189,蘑菇,mó gu,mushroom  ,
4190,骆驼,luò tuo,camel  ,
4191,蝙蝠,biān fú,bat  ,
4192,放鸽子,fàng gē zi,stand someone up  ,
4193,烟熏,yān xūn,smoked  ,
4194,枫糖,fēng táng,maple syrup  ,
4195,眼睫毛,yǎn jié máo,eyelashes  ,
4196,茉莉,mò lì,jasmine  ,
4197,喷溅,pēn jiàn,splash,
4198,味蕾,wèi lěi,taste buds  ,
4199,拴狗,shuān gǒu,tie up a dog  ,
4200,耐用,nài yòng,durable  ,
4201,芦苇,lú wěi,reed  ,
4202,教诲,jiào huì,teaching  ,
4203,导师,dǎo shī,mentor  ,
4204,砰然,pēng rán,with a bang  ,
4205,坠地,zhuì dì,fall to the ground  ,
4206,残存,cán cún,remain  ,
4207,黄铜,huáng tóng,brass  ,
4208,脑门,nǎo mén,forehead  ,
4209,淤血,yū xuè,bruise  ,
4210,量子,liàng zǐ,quantum  ,
4211,力学,lì xué,mechanics  ,
4212,停顿,tíng dùn,pause  ,
4213,免于,miǎn yú,be free from  ,
4214,抵赖,dǐ lài,deny  ,
4215,函数,hán shù,function  ,
4216,坍塌,tān tā,collapse  ,
4217,唯心,wéi xīn,idealistic  ,
4218,猖狂,chāng kuáng,rampant  ,
4219,实践性,shí jiàn xìng,practicality  ,
4220,狠心,hěn xīn,ruthless  ,
4221,学说,xué shuō,theory  ,
4222,剖析,pōu xī,analyze  ,
4223,慈祥,cí xiáng,kindly  ,
4224,立脚点,lì jiǎo diǎn,stance  ,
4225,骚动,sāo dòng,turmoil  ,
4226,统治阶级,tǒng zhì jiē jí,ruling class  ,
4227,麻痹,má bì,numbness  ,
4228,片面,piàn miàn,one-sided  ,
4229,鼓舞,gǔ wǔ,inspire  ,
4230,信念,xìn niàn,belief  ,
4231,光辉,guāng huī,glory  ,
4232,使命,shǐ mìng,mission  ,
4233,英勇,yīng yǒng,heroic  ,
4234,指示,zhǐ shì,instruction  ,
4235,蜿蜒,wān yán,meandering  ,
4236,血迹,xuè jì,bloodstain  ,
4237,头颅,tóu lú,skull  ,
4238,死寂,sǐ jì,deathly silence  ,
4239,争夺,zhēng duó,struggle for  ,
4240,癫狂,diān kuáng,madness  ,
4241,暴徒,bào tú,rioter  ,
4242,躯体,qū tǐ,body  ,
4243,弥漫,mí màn,permeate  ,
4244,溶解,róng jiě,dissolve  ,
4245,姿态,zī tài,posture  ,
4246,悬空,xuán kōng,suspended in air  ,
4247,遗体,yí tǐ,corpse  ,
4248,狼藉,láng jí,in disorder  ,
4249,嘹亮,liáo liàng,loud and clear  ,
4250,轰然,hōng rán,with a loud bang  ,
4251,斧头,fǔ tóu,axe  ,
4252,锯子,jù zi,saw (tool),
4253,枝丫,zhī yā,branch,
4254,声嘶力竭,shēng sī lì jié,shouting oneself hoarse,
4255,恼羞成怒,nǎo xiū chéng nù,embarrased to anger,
4256,大逆不道,dà nì bù dào,grave transgression,
4257,惊恐万状,jīng kǒng wàn zhuàng,panic-stricken,
4258,滔滔不绝,tāo tāo bù jué,yapping,
4259,无坚不摧,wú jiān bù cuī,invincible  ,
4260,实践出真知,shí jiàn chū zhēn zhī,knowledge through practice,
4261,摇摇欲坠,yáo yáo yù zhuì,on the verge of collapse  ,
4262,一琴一鹤,yī qín yī hè,packing light,
4263,剃发留辫,tì fà liú biàn,Qing-era braid,
4264,旷日持久,kuàng rì chí jiǔ,long and drawn out  ,
4265,牛鬼蛇神,niú guǐ shé shén,evil spirits and monsters  ,
4266,错综复杂,cuò zōng fù zá,intricate and complicated  ,
4267,全身而退,quán shēn ér tuì,retreat unscathed  ,
4268,五花八门,wǔ huā bā mén,varied and diverse  ,
4269,玉石俱焚,yù shí jù fén,throw the baby out with the bath water,
4270,心急如焚,xīn jí rú fén,itching with anxiety  ,
4271,聋子的耳朵,lóng zi de ěr duǒ,"just for decoration, useless",
4272,善解人意,shàn jiě rén yì,understanding and considerate  ,
4273,天衣无缝,tiān yī wú fèng,seamless perfection  ,
4274,任其自然,rèn qí zì rán,let nature take its course  ,
4275,反其道而行之,fǎn qí dào ér xíng zhī,go against the grain  ,
4276,知足常乐,zhī zú cháng lè,contentment brings happiness  ,
4277,兴高采烈,xīng gāo cǎi liè,in high spirits  ,
4278,赤身裸体,chì shēn luǒ tǐ,naked,
4279,风和日丽,fēng hé rì lì,beautiful weather  ,
4280,凄惨,qī cǎn,miserable  ,
4281,太平间,tài píng jiān,morgue  ,
4282,破绽,pò zhàn,flaw  ,
4283,伤痕,shāng hén,scar  ,
4284,辽阔,liáo kuò,vast  ,
4285,屏障,píng zhàng,barrier  ,
4286,战略,zhàn lüè,strategy  ,
4287,开垦,kāi kěn,reclaim  ,
4288,畜牧,xù mù,livestock farming  ,
4289,砍伐,kǎn fá,logging  ,
4290,粪便,fèn biàn,manure  ,
4291,油锯,yóu jù,chainsaw  ,
4292,秃头,tū tóu,bald  ,
4293,拖拉机,tuō lā jī,tractor  ,
4294,收割,shōu gē,harvest  ,
4295,犁地,lí dì,plowing  ,
4296,柞木,zuò mù,oak  ,
4297,榆树,yú shù,elm  ,
4298,栎树,lì shù,oak tree  ,
4299,履带,lǚ dài,track  ,
4300,履历,lǚ lì,resume  ,
4301,共振,gòng zhèn,resonance  ,
4302,白皙,bái xī,fair-skinned  ,
4303,春霖,chūn lín,spring rain  ,
4304,发愣,fā lèng,stunned  ,
4305,瞟一眼,piǎo yī yǎn,glance  ,
4306,水沟,shuǐ gōu,ditch  ,
4307,代沟,dài gōu,generation gap  ,
4308,陈年,chén nián,aged  ,
4309,歇息,xiē xi,rest  ,
4310,晌午,shǎng wǔ,noon  ,
4311,富饶,fù ráo,fertile  ,
4312,方针,fāng zhēn,policy  ,
4313,感触,gǎn chù,feelings  ,
4314,序章,xù zhāng,prologue  ,
4315,杀虫剂,shā chóng jì,insecticide  ,
4316,创口,chuāng kǒu,wound  ,
4317,花蕾,huā lěi,flower bud  ,
4318,邪恶,xié è,evil  ,
4319,冰山,bīng shān,iceberg  ,
4320,醒目,xǐng mù,eye-catching  ,
4321,木屑,mù xiè,wood shavings  ,
4322,甩手,shuǎi shǒu,let go  ,
4323,雷达,léi dá,radar  ,
4324,齐膝,qí xī,knee-high  ,
4325,瘴气,zhàng qì,miasma  ,
4326,警戒,jǐng jiè,alert  ,
4327,陡峭,dǒu qiào,steep  ,
4328,陡度,dǒu dù,steepness  ,
4329,方圆,fāng yuán,surroundings  ,
4330,森严,sēn yán,strict  ,
4331,驻扎,zhù zhā,stationed  ,
4332,岗哨,gǎng shào,sentry post  ,
4333,处分,chǔ fèn,disciplinary action  ,
4334,挨个,āi gè,one by one  ,
4335,字迹,zì jì,handwriting  ,
4336,潦草,liáo cǎo,sloppy  ,
4337,严谨,yán jǐn,meticulous  ,
4338,立论,lì lùn,argumentation,
4339,富庶,fù shù,prosperous  ,
4340,贫瘠,pín jí,barren  ,
4341,急剧,jí jù,rapid  ,
4342,蕴涵,yùn hán,contain  ,
4343,理科,lǐ kē,science  ,
4344,文科,wén kē,humanities  ,
4345,出身,chū shēn,origin  ,
4346,舒适区,shū shì qū,comfort zone  ,
4347,由衷,yóu zhōng,sincere  ,
4348,誊写,téng xiě,transcribe  ,
4349,鸟窝,niǎo wō,bird's nest  ,
4350,腋下,yè xià,armpit  ,
4351,锯末,jù mò,sawdust  ,
4352,椭圆,tuǒ yuán,oval  ,
4353,针灸,zhēn jiǔ,acupuncture  ,
4354,朦胧,méng lóng,hazy  ,
4355,召开,zhào kāi,convene  ,
4356,号召,hào zhào,call  ,
4357,冷峻,lěng jùn,stern  ,
4358,公文包,gōng wén bāo,briefcase  ,
4359,落款,luò kuǎn,inscription  ,
4360,申辩,shēn biàn,defend oneself  ,
4361,委屈,wěi qu,wronged  ,
4362,牵连,qiān lián,implicate  ,
4363,诬陷,wū xiàn,framed  ,
4364,受托,shòu tuō,entrusted  ,
4365,宣扬,xuān yáng,propagate  ,
4366,腐朽,fǔ xiǔ,decayed  ,
4367,没落,mò luò,decline  ,
4368,托辞,tuō cí,pretext  ,
4369,陷阱,xiàn jǐng,trap  ,
4370,徒劳,tú láo,futile  ,
4371,陷害,xiàn hài,frame  ,
4372,雷区,léi qū,minefield  ,
4373,转折点,zhuǎn zhé diǎn,turning point  ,
4374,撤销,chè xiāo,"revoke, dismantle",
4375,烟蒂,yān dì,cigarette butt  ,
4376,相继,xiāng jì,in succession  ,
4377,煤气,méi qì,gas  ,
4378,年长,nián zhǎng,(more) senior,
4379,随行,suí xíng,accompaniment,
4380,嘟囔,dū nang,mumble  ,
4381,慈爱,cí ài,affection (for younger person),
4382,贸然,mào rán,rashly  ,
4383,疙瘩,gē da,"pimple, lump",
4384,作风,zuò fēng,manner (of doing a task),
4385,昏黄,hūn huáng,dim yellow,
4386,猕猴桃,ní hóu táo,kiwifruit  ,
4387,海参,hǎi shén,sea cucumber  ,
4388,检举,jiǎn jǔ,report  ,
4389,记载,jì zǎi,record  ,
4390,鞭炮,biān pào,firecracker  ,
4391,老到,lǎo dào,mature  ,
4392,翅膀,chì bǎng,wing  ,
4393,翔实,xiáng shí,detailed  ,
4394,外行,wài háng,amateur  ,
4395,流水账,liú shuǐ zhàng,current account  ,
4396,隐约,yǐn yuē,vague  ,
4397,国防,guó fáng,national defense  ,
4398,阴谋,yīn móu,conspiracy  ,
4399,研制,yán zhì,develop  ,
4400,致命,zhì mìng,fatal  ,
4401,标点符号,biāo diǎn fú hào,punctuation  ,
4402,证人,zhèng rén,witness  ,
4403,交底,jiāo dǐ,disclosure  ,
4404,书籍,shū jí,books  ,
4405,褪去,tuì qù,fade  ,
4406,盥洗盆,guàn xǐ pén,washbasin  ,
4407,活泼,huó pō,energetic  ,
4408,泼水,pō shuǐ,splash water  ,
4409,被褥,bèi rù,quilt  ,
4410,攥拳头,zhuàn quán tóu,clench fist  ,
4411,骨髓,gǔ suǐ,bone marrow  ,
4412,幻觉,huàn jué,hallucination  ,
4413,决裂,jué liè,break  ,
4414,永恒,yǒng héng,eternal  ,
4415,丁香,dīng xiāng,clove  ,
4416,把盏,bǎ zhǎn,hold a cup  ,
4417,关节,guān jié,joint  ,
4418,唾沫,tuò mò,sputum  ,
4419,敞开,chǎng kāi,open wide  ,
4420,舷窗,xián chuāng,porthole  ,
4421,旋翼,xuán yì,rotor  ,
4422,功底,gōng dǐ,foundation  ,
4423,敏捷,mǐn jié,agile  ,
4424,生涯,shēng yá,lifetime  ,
4425,引擎,yǐn qíng,engine  ,
4426,稳妥,wěn tuǒ,secure  ,
4427,条例,tiáo lì,regulation  ,
4428,傍晚,bàng wǎn,evening  ,
4429,实用主义,shí yòng zhǔ yì,pragmatism  ,
4430,啸声,xiào shēng,howl  ,
4431,浑厚,hún hòu,deep and rich  ,
4432,卸下,xiè xià,unload  ,
4433,积木,jī mù,building blocks  ,
4434,哨兵,shào bīng,sentry  ,
4435,郑重,zhèng zhòng,serious  ,
4436,确凿,què záo,concrete  ,
4437,慎重,shèn zhòng,cautious  ,
4438,尾随,wěi suí,follow  ,
4439,久违,jiǔ wéi,long-lost  ,
4440,权衡,quán héng,weigh  ,
4441,氢气,qīng qì,hydrogen  ,
4442,迈进,mài jìn,advance  ,
4443,宽敞,kuān chǎng,spacious  ,
4444,仪器,yí qì,instrument  ,
4445,战壕,zhàn háo,trench  ,
4446,静悄悄,jìng qiāo qiāo,quiet  ,
4447,蜂鸣,fēng míng,buzz  ,
4448,类别,lèi bié,category  ,
4449,坐标,zuò biāo,coordinate  ,
4450,校核,jiào hé,verify  ,
4451,文档,wén dàng,document  ,
4452,功放,gōng fàng,amplifier  ,
4453,监测,jiān cè,monitor  ,
4454,不可逆,bù kě nì,irreversible  ,
4455,瘙痒,sào yǎng,itching  ,
4456,烧毁,shāo huǐ,burn  ,
4457,冗余,rǒng yú,redundant  ,
4458,断点,duàn diǎn,breakpoint  ,
4459,盘旋,pán xuán,circle  ,
4460,目睹,mù dǔ,witness  ,
4461,熄灭,xī miè,extinguish  ,
4462,洪亮,hóng liàng,sonorous  ,
4463,健在,jiàn zài,alive  ,
4464,传奇,chuán qí,legend  ,
4465,聚光灯,jù guāng dēng,spotlight  ,
4466,仰角,yǎng jiǎo,elevation angle  ,
4467,不一,bù yī,varied  ,
4468,蠕动,rú dòng,peristalsis  ,
4469,初步,chū bù,preliminary  ,
4470,实时,shí shí,real-time  ,
4471,鼠标,shǔ biāo,mouse (device)  ,
4472,转换,zhuǎn huàn,convert  ,
4473,惺忪,xīng sōng,sleepy  ,
4474,余温,yú wēn,residual warmth  ,
4475,健忘,jiàn wàng,forgetful  ,
4476,衍射,yǎn shè,diffraction  ,
4477,禁锢,jìn gù,imprison  ,
4478,脉动,mài dòng,pulse  ,
4479,描绘,miáo huì,depict  ,
4480,霓虹,ní hóng,neon  ,
4481,破译,pò yì,decipher  ,
4482,皱褶,zhòu zhé,wrinkle  ,
4483,坑洼,kēng wā,pothole  ,
4484,低洼,dī wā,depression (land)  ,
4485,海啸,hǎi xiào,tsunami  ,
4486,惨白,cǎn bái,pale  ,
4487,罗马,luó mǎ,Rome  ,
4488,冥冥,míng míng,dark  ,
4489,排练,pái liàn,rehearse  ,
4490,唱诗,chàng shī,hymn  ,
4491,庄严,zhuāng yán,solemn  ,
4492,穹顶,qióng dǐng,dome  ,
4493,宏伟,hóng wěi,magnificent  ,
4494,硬撑,yìng chēng,hold on  ,
4495,捂住,wǔ zhù,cover  ,
4496,拖延,tuō yán,delay  ,
4497,脚趾,jiǎo zhǐ,toe  ,
4498,眨眼,zhǎ yǎn,blink  ,
4499,扯谈,chě tán,nonsense  ,
4500,无畏,wú wèi,fearless  ,
4501,敬畏,jìng wèi,awe  ,
4502,欢心,huān xīn,favor  ,
4503,退伍,tuì wǔ,discharged from military  ,
4504,踹腿儿,chuài tuǐ ér,kick  ,
4505,邪乎,xié hu,exaggerated  ,
4506,捣鬼,dǎo guǐ,play tricks  ,
4507,起码,qǐ mǎ,minimum  ,
4508,紫禁城,zǐ jìn chéng,Forbidden City  ,
4509,宁静,níng jìng,peaceful  ,
4510,真相,zhēn xiàng,truth  ,
4511,靓妹,liàng mèi,pretty girl  ,
4512,奸淫,jiān yín,rape  ,
4513,征文,zhēng wén,call for papers  ,
4514,闲心,xián xīn,leisure  ,
4515,不得不服,bù dé bù fú,have to admire  ,
4516,精辟,jīng pì,insightful  ,
4517,伪科学,wěi kē xué,pseudoscience  ,
4518,揭穿,jiē chuān,expose  ,
4519,规模,guī mó,scale  ,
4520,纳闷,nà mèn,puzzled  ,
4521,用户体验,yòng hù tǐ yàn,user experience  ,
4522,宏观经济,hóng guān jīng jì,macroeconomics  ,
4523,微观经济,wēi guān jīng jì,microeconomics  ,
4524,睡意,shuì yì,sleepiness  ,
4525,坑坑洼洼,kēng kēng wā wā,uneven  ,
4526,飘逸,piāo yì,flowing  ,
4527,绑住,bǎng zhù,tie up  ,
4528,经意,jīng yì,attentive  ,
4529,侥幸,jiǎo xìng,lucky  ,
4530,上颚,shàng è,upper jaw  ,
4531,下颚,xià è,lower jaw  ,
4532,合乎,hé hū,conform  ,
4533,沉吟,chén yín,ponder  ,
4534,懊恼,ào nǎo,annoyed  ,
4535,巫师,wū shī,wizard  ,
4536,沉浸,chén jìn,immerse  ,
4537,玄想,xuán xiǎng,fantasy  ,
4538,光斑,guāng bān,solar flare,
4539,提炼,tí liàn,extract  ,
4540,荧光,yíng guāng,fluorescence  ,
4541,梦寐,mèng mèi,dream  ,
4542,诏书,zhào shū,decree  ,
4543,洞穴,dòng xué,cave  ,
